doc_id,title,subtitle,source_url
233829,공휴일에 관한 법률( 약칭: 공휴일법 ),"[시행 2022. 1. 1.] [법률 제18291호, 2021. 7. 7., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=233829&efYd=20220101
250657,관공서의 공휴일에 관한 규정( 약칭: 관공서공휴일규정 ),"[시행 2023. 5. 4.] [대통령령 제33448호, 2023. 5. 4., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=250657&efYd=20230504
271465,국가공무원 명예퇴직수당 등 지급 규정,"[시행 2025. 6. 2.] [대통령령 제35589호, 2025. 6. 2., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=271465&efYd=20250602
272807,국가공무원 복무규정,"[시행 2025. 7. 22.] [대통령령 제35665호, 2025. 7. 22., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272807&efYd=20250722
268627,국가공무원 복무규칙,"[시행 2025. 1. 16.] [총리령 제2009호, 2025. 1. 16., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=268627&efYd=20250116
267601,국가공무원법,"[시행 2025. 7. 1.] [법률 제20627호, 2024. 12. 31., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267601&efYd=20250701
52789,국가공무원법제3조제3항의공무원의범위에관한규정,"[시행 2002. 7. 10.] [대통령령 제17663호, 2002. 7. 10., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=52789&efYd=20020710
256829,디지털인사관리규정,"[시행 2024. 1. 1.] [대통령령 제33962호, 2023. 12. 12., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=256829&efYd=20240101
257265,별정직공무원 인사규정,"[시행 2024. 1. 1.] [대통령령 제34058호, 2023. 12. 26., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=257265&efYd=20240101
272811,성희롱ㆍ성폭력 근절을 위한 공무원 인사관리규정,"[시행 2025. 7. 22.] [대통령령 제35668호, 2025. 7. 22., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272811&efYd=20250722
267203,소청절차규정,"[시행 2024. 12. 24.] [대통령령 제35111호, 2024. 12. 24., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=267203&efYd=20241224
272715,연구직 및 지도직공무원의 임용 등에 관한 규정( 약칭: 연구지도직규정 ),"[시행 2025. 7. 8.] [대통령령 제35639호, 2025. 7. 7., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272715&efYd=20250708
220069,인사 감사 규정,"[시행 2020. 7. 30.] [대통령령 제30854호, 2020. 7. 14., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=220069&efYd=20200730
171962,인사혁신처 소관 비영리법인의 설립 및 감독에 관한 규칙,"[시행 2015. 6. 12.] [총리령 제1171호, 2015. 6. 12., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=171962&efYd=20150612
269423,인사혁신처와 그 소속기관 직제 시행규칙,"[시행 2025. 2. 25.] [총리령 제2021호, 2025. 2. 25., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=269423&efYd=20250225
269299,인사혁신처와 그 소속기관 직제,"[시행 2025. 2. 25.] [대통령령 제35309호, 2025. 2. 25., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=269299&efYd=20250225
204627,임용결격공무원 등에 대한 퇴직보상금지급 등에 관한 특례법 시행령( 약칭: 임용결격자보상법 시행령 ),"[시행 2018. 9. 21.] [대통령령 제29181호, 2018. 9. 18., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=204627&efYd=20180921
212127,임용결격공무원 등에 대한 퇴직보상금지급 등에 관한 특례법( 약칭: 임용결격자보상법 ),"[시행 2020. 6. 11.] [법률 제16761호, 2019. 12. 10., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=212127&efYd=20200611
272707,적극행정 운영규정,"[시행 2025. 7. 8.] [대통령령 제35638호, 2025. 7. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272707&efYd=20250708
272709,전문경력관 규정,"[시행 2025. 7. 8.] [대통령령 제35638호, 2025. 7. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272709&efYd=20250708
272711,전문직공무원 인사규정,"[시행 2025. 7. 8.] [대통령령 제35638호, 2025. 7. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272711&efYd=20250708
246975,직무대리규정,"[시행 2022. 12. 27.] [대통령령 제33155호, 2022. 12. 27., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=246975&efYd=20221227
195841,직무분석규정,"[시행 2017. 7. 26.] [대통령령 제28211호, 2017. 7. 26., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=195841&efYd=20170726
