doc_id,title,subtitle,source_url
270215,가족돌봄 등 위기아동ㆍ청년 지원에 관한 법률( 약칭: 위기아동청년법 ),"[시행 2026. 3. 26.] [법률 제20846호, 2025. 3. 25., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270215&efYd=20260326
272543,간호법 시행규칙,"[시행 2025. 6. 21.] [보건복지부령 제1118호, 2025. 6. 20., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272543&efYd=20250621
272437,간호법 시행령,"[시행 2025. 6. 21.] [대통령령 제35597호, 2025. 6. 20., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=272437&efYd=20250621
265413,간호법,"[시행 2025. 6. 21.] [법률 제20445호, 2024. 9. 20., 제정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=265413&efYd=20250621
271529,감염병의 예방 및 관리에 관한 법률 시행규칙( 약칭: 감염병예방법 시행규칙 ),"[시행 2025. 7. 31.] [보건복지부령 제1114호, 2025. 6. 2., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=271529&efYd=20250731
271469,감염병의 예방 및 관리에 관한 법률 시행령( 약칭: 감염병예방법 시행령 ),"[시행 2025. 7. 31.] [대통령령 제35574호, 2025. 6. 2., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=271469&efYd=20250731
270385,감염병의 예방 및 관리에 관한 법률( 약칭: 감염병예방법 ),"[시행 2025. 10. 2.] [법률 제20873호, 2025. 4. 1., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270385&efYd=20251002
269825,건강검진기본법 시행규칙,"[시행 2025. 3. 11.] [보건복지부령 제1096호, 2025. 3. 11., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=269825&efYd=20250311
246241,건강검진기본법 시행령,"[시행 2022. 12. 20.] [대통령령 제33112호, 2022. 12. 20., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=246241&efYd=20221220
220873,건강검진기본법,"[시행 2020. 9. 12.] [법률 제17472호, 2020. 8. 11., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=220873&efYd=20200912
266289,경제자유구역 내 외국의료기관의 개설허가절차 등에 관한 규칙,"[시행 2024. 11. 7.] [보건복지부령 제1068호, 2024. 11. 7., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=266289&efYd=20241107
261481,고독사 예방 및 관리에 관한 법률 시행규칙( 약칭: 고독사예방법 시행규칙 ),"[시행 2024. 3. 25.] [보건복지부령 제1001호, 2024. 3. 25., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261481&efYd=20240325
261047,고독사 예방 및 관리에 관한 법률 시행령( 약칭: 고독사예방법 시행령 ),"[시행 2024. 3. 15.] [대통령령 제34303호, 2024. 3. 12., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=261047&efYd=20240315
254853,고독사 예방 및 관리에 관한 법률( 약칭: 고독사예방법 ),"[시행 2024. 3. 15.] [법률 제19716호, 2023. 9. 14., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=254853&efYd=20240315
262725,고령친화산업 진흥법 시행령,"[시행 2024. 8. 22.] [대통령령 제34521호, 2024. 5. 21., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=262725&efYd=20240822
234671,고령친화산업 진흥법( 약칭: 고령친화산업법 ),"[시행 2022. 2. 18.] [법률 제18410호, 2021. 8. 17., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=234671&efYd=20220218
240827,공공보건의료에 관한 법률 시행규칙( 약칭: 공공보건의료법 시행규칙 ),"[시행 2022. 2. 18.] [보건복지부령 제866호, 2022. 2. 17., 일부개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=240827&efYd=20220218
249735,공공보건의료에 관한 법률 시행령( 약칭: 공공보건의료법 시행령 ),"[시행 2023. 6. 5.] [대통령령 제33382호, 2023. 4. 11., 타법개정]",https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=249735&efYd=20230605
